Ingredient,Molecule,PubChem_ID,conc_level
Pecans,phenol,996.0,47.6107
Pecans,Allyl Alcohol,7858.0,198.4573
Pecans,Cianidanol,9064.0,1.0054
Pecans,Alpha-Terpinene,7462.0,6.1008
Pecans,Decanal,8175.0,24.4679
Pecans,"2-Ethyl-3,5-Dimethylpyrazine",26334.0,73.5745
Pecans,naringenin,439246.0,6.0156
Pecans,Isobutyraldehyde,6561.0,15.0891
Pecans,6-Methyl-5-Hepten-2-One,9862.0,31.4984
Pecans,"2,5-Dimethylpyrazine",31252.0,12.6707
Pecans,quercetin,5280343.0,0.5423
Pecans,3-(Methylthio)propionaldehyde (PubChem ID: 18635),,4.3624
Pecans,3-Octanone,246728.0,3.7412
Pecans,Octanal,454.0,33.6613
Pecans,Thiamine Hydrochloride,6202.0,1.5228
Pecans,hydrogen cyanide,768.0,9.2351
Pecans,Benzyl Benzoate,2345.0,4.2239
Pecans,trans-3-Hexen-1-ol,5284503.0,1.2381
Pecans,Ethyl Acetate,8857.0,9.1722
Pecans,4-Hexen-3-One,5365811.0,31.9294
Pecans,Neral,643779.0,5.8654
Pecans,Gallocatechin,65084.0,8.9126
Pecans,2-Furaldehyde,7362.0,32.8779
Pecans,3-Methyl-2-butenal,61020.0,0.7885
Pecans,3-Pentanone,7288.0,8.1926
Pecans,2-Pentylfuran,19602.0,78.6709
Pecans,Heptanal,8130.0,16.0489
Pecans,Alpha-Pinene,6654.0,6.4612
Pecans,acetone,180.0,45.6444
Pecans,methylglyoxal,880.0,2.0733
Pecans,2-Butanone,6569.0,5.2314
Pecans,D-Lactic acid,61503.0,167.5131
Pecans,4-hydroxybenzaldehyde,126.0,11.7932
Pecans,luteolin,5280445.0,4.1505
Pecans,gamma-Nonanolactone,7710.0,1.8991
Pecans,p-coumaric acid,637542.0,162.907
Walnut,1-Popc,6436017.0,8.545
Walnut,coumarin,323.0,6.8267
Walnut,Thymol,6989.0,6.1377
Walnut,Methyl Benzoate,7150.0,9.0432
Walnut,Tetradecane,12389.0,2.4962
Walnut,Vanillic acid,8468.0,174.2183
Walnut,1-Methylnaphthalene,7002.0,4.9546
Walnut,3-Hexanone,11509.0,1.8042
Walnut,Geraniol,637566.0,14.8442
Walnut,alpha-Maltose,439341.0,3.9427
Walnut,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone (PubChem ID: 33931),,80.5772
Walnut,Phlorizin,6072.0,3.1922
Walnut,M-Xylene,7929.0,4.5989
Walnut,(-)-Epigallocatechin (PubChem ID: 72277),,2.4314
Walnut,methanethiol,878.0,0.0601
Walnut,daidzein,5281708.0,6.6172
Walnut,benzaldehyde,240.0,39.5346
Walnut,benzyl alcohol,244.0,218.6043
Walnut,alpha-L-Sorbopyranose,441484.0,1.247
Walnut,DL-Liquiritigenin,1889.0,6.9257
Walnut,toluene,1140.0,2.1782
Walnut,phloretin,4788.0,9.5635
Walnut,Hexanal,6184.0,19.522
Walnut,Linamarin,11128.0,8.7156
Walnut,2-Methyl-1-Butanol,8723.0,171.4347
Walnut,Heptanoic Acid,8094.0,75.4381
Walnut,salicylic acid,338.0,142.5923
Walnut,vanillin,1183.0,3.5807
Walnut,(Z)-cinnamyl alcohol (PubChem ID: 5280511),,146.5872
Walnut,naphthalene,931.0,1.3388
Walnut,cinnamyl alcohol,5315892.0,161.5347
Walnut,Ethyl Vinyl Ketone,15394.0,27.329
Walnut,hydrogen peroxide,784.0,3.5171
Walnut,Isoeugenol,853433.0,3.8679
Walnut,betaine,247.0,7.6323
Walnut,Phenethyl acetate,7654.0,6.8843
Walnut,Phenylacetic Acid,999.0,57.6424
Walnut,cis-3-Hexenal,643941.0,7.2274
Walnut,cinnamaldehyde,637511.0,34.1497
Walnut,(-)-Epicatechin (PubChem ID: 72276),,1.4785
Walnut,trans-2-Hexenal,5281168.0,2.2638
Walnut,Pentanal,8063.0,33.7748
Walnut,Sinapic Acid,637775.0,184.4402
Walnut,Cyclopentanone,8452.0,8.1996
Walnut,2-Isopropyl-5-methylcyclohexanone,6986.0,4.939
Walnut,(-)-Epigallocatechin gallate (PubChem ID: 65064),,8.2284
Walnut,(-)-Epicatechin gallate (PubChem ID: 107905),,3.8363
Walnut,2-Heptanone,8051.0,9.3157
Walnut,2-Phenylethanol,6054.0,269.1242
Walnut,(+)-Neomenthol (PubChem ID: 439263),,6.1965
Walnut,succinic acid,1110.0,12.9606
Walnut,NSC5112,5284639.0,5.3541
Walnut,apigenin,5280443.0,8.2471
Walnut,phenylacetaldehyde,998.0,37.603
Walnut,Geranic Acid,5275520.0,33.9587
Walnut,trans-2-Hexen-1-Ol,5318042.0,0.1482
Walnut,thiamine,1130.0,3.4769
Walnut,3-Methyl-1-butanol,31260.0,461.5422
Walnut,3-Phenylpropanoic acid,107.0,66.3734
Walnut,Propionaldehyde,527.0,47.9211
Walnut,Tridecane,12388.0,0.6852
Walnut,2-(4-Hydroxyphenyl)ethanol (PubChem ID: 10393),,406.0703
Walnut,Acrolein,7847.0,0.5339
Walnut,(+)-delta-Cadinene (PubChem ID: 441005),,0.55
Walnut,indole,798.0,4.2408
Walnut,Tributyrin,6050.0,3.0995
Walnut,calcium lactate,13144.0,8.2858
Walnut,"2,3-butanedione",650.0,4.4219
Walnut,isoliquiritigenin,638278.0,4.9399
Walnut,Cinnamic Acid,444539.0,166.8182
Walnut,Farnesal,5280598.0,3.942
Walnut,(E)-Hept-2-enal (PubChem ID: 5283316),,3.1872
Walnut,"3,4-Dihydroxybenzaldehyde",8768.0,4.9783
Walnut,O-Xylene,7237.0,3.8793
Walnut,Dodecane,8182.0,3.9919
Walnut,3-Methylbutanal,11552.0,25.8942
Walnut,farnesol,445070.0,4.6135
Walnut,Daidzin,107971.0,7.485
Walnut,Styrene,7501.0,6.9774
Walnut,2-Methylbutyraldehyde,7284.0,48.9244
Walnut,3-methylthiopropanol,10448.0,405.2704
Walnut,Citral,638011.0,3.8266
Walnut,Undecane,14257.0,0.322
Walnut,Methyl jasmonate,5367719.0,4.3507
Walnut,"3,4-Dihydroxybenzoic Acid",72.0,93.241
Walnut,nicotine,89594.0,8.4984
Walnut,kaempferol,5280863.0,1.1313
Walnut,Octan-2-one,8093.0,48.2075
Walnut,1-Heptanol,8129.0,164.2862
Walnut,Dipentene,22311.0,8.9745
Walnut,"1,2,4-Trimethylbenzene",7247.0,7.2309
Walnut,CID 644104,644104.0,4.4148
Walnut,Taxifolin,439533.0,9.4426
Walnut,D-mannitol,6251.0,5.0979
Walnut,indole-3-acetic acid,802.0,55.4333
Walnut,1-Pyrroline,79803.0,8.9532
Walnut,Menthone,26447.0,5.775
Walnut,Geranyl Acetate,1549026.0,11.9518
Walnut,cis-3-Hexenyl acetate,5363388.0,7.1461
Walnut,isopropanol,3776.0,8.6893
Walnut,Allyl Alcohol,7858.0,165.153
Walnut,Cianidanol,9064.0,0.7707
Walnut,Syringaldehyde,8655.0,12.929
Walnut,(Z)-Hex-3-en-1-ol (PubChem ID: 5281167),,3.8483
Walnut,naringenin,439246.0,8.7812
Walnut,Isobutyraldehyde,6561.0,2.7917
Walnut,6-Methyl-5-Hepten-2-One,9862.0,38.8245
Walnut,quercetin,5280343.0,3.2877
Walnut,3-(Methylthio)propionaldehyde (PubChem ID: 18635),,2.5125
Walnut,Octanal,454.0,24.4161
Walnut,Thiamine Hydrochloride,6202.0,2.6755
Walnut,beta-Eudesmol,91457.0,1.5923
Walnut,hydrogen cyanide,768.0,0.2481
Walnut,Benzyl Benzoate,2345.0,2.5676
Walnut,trans-3-Hexen-1-ol,5284503.0,8.7756
Walnut,Ethyl Acetate,8857.0,2.2088
Walnut,4-Hexen-3-One,5365811.0,32.4949
Walnut,Neral,643779.0,6.1023
Walnut,Gallocatechin,65084.0,2.6055
Walnut,3-Methyl-2-butenal,61020.0,9.8157
Walnut,3-Pentanone,7288.0,0.2987
Walnut,trans-2-Octenal,5283324.0,8.6647
Walnut,2-Pentylfuran,19602.0,61.2721
Walnut,2-Hydroxy-4-methoxybenzaldehyde,69600.0,28.4899
Walnut,Heptanal,8130.0,25.7273
Walnut,Alpha-Pinene,6654.0,12.4217
Walnut,acetone,180.0,3.5576
Walnut,2-Butanone,6569.0,5.5319
Walnut,Hexadecane,11006.0,1.0152
Walnut,D-Lactic acid,61503.0,47.594
Walnut,4-hydroxybenzaldehyde,126.0,10.5313
Walnut,luteolin,5280445.0,4.4396
Walnut,2-Methyl-2-Pentenal,5319754.0,9.1779
Walnut,p-coumaric acid,637542.0,74.1787
Walnut,Carvacrol,10364.0,2.4809
Muskmallow,Oxacycloheptadec-7-en-2-one,3591866.0,2.1526
Sesame,1-Popc,6436017.0,4.2263
Sesame,coumarin,323.0,3.4472
Sesame,Methyl Benzoate,7150.0,8.7099
Sesame,Vanillic acid,8468.0,79.8007
Sesame,3-Hexanone,11509.0,2.1685
Sesame,Geraniol,637566.0,14.5281
Sesame,alpha-Maltose,439341.0,8.5413
Sesame,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone (PubChem ID: 33931),,65.6597
Sesame,Phlorizin,6072.0,8.6371
Sesame,methanethiol,878.0,1.9851
Sesame,daidzein,5281708.0,3.1472
Sesame,benzaldehyde,240.0,48.3867
Sesame,benzyl alcohol,244.0,31.7007
Sesame,2-Methylpyrazine,7976.0,6.9094
Sesame,alpha-L-Sorbopyranose,441484.0,3.7799
Sesame,DL-Liquiritigenin,1889.0,5.3492
Sesame,2-Acetylpyrrole,14079.0,7.5637
Sesame,2-Phenyl-2-Butenal,6429333.0,3.5731
Sesame,"2,5-Diethyl-3-Methylpyrazine",36225.0,83.9005
Sesame,phloretin,4788.0,4.0311
Sesame,Hexanal,6184.0,25.4516
Sesame,Linamarin,11128.0,6.9827
Sesame,2-Methyl-1-Butanol,8723.0,396.3357
Sesame,1-octanol,957.0,418.3928
Sesame,Heptanoic Acid,8094.0,85.4557
Sesame,guaiacol,460.0,3.3999
Sesame,salicylic acid,338.0,101.7176
Sesame,vanillin,1183.0,3.1235
Sesame,(Z)-cinnamyl alcohol (PubChem ID: 5280511),,142.1441
Sesame,cinnamyl alcohol,5315892.0,193.2199
Sesame,"2,3,5-Trimethylpyrazine",26808.0,87.7161
Sesame,Ethyl Vinyl Ketone,15394.0,6.139
Sesame,hydrogen peroxide,784.0,7.4686
Sesame,Isoeugenol,853433.0,0.5766
Sesame,betaine,247.0,9.0206
Sesame,Phenethyl acetate,7654.0,18.7878
Sesame,Phenylacetic Acid,999.0,154.9939
Sesame,cis-3-Hexenal,643941.0,4.205
Sesame,cinnamaldehyde,637511.0,38.5444
Sesame,Pentanal,8063.0,27.8934
Sesame,Sinapic Acid,637775.0,51.8299
Sesame,Cyclopentanone,8452.0,6.5103
Sesame,2-Isopropyl-5-methylcyclohexanone,6986.0,9.1062
Sesame,1-Octen-3-Ol,18827.0,6.5353
Sesame,2-Phenylethanol,6054.0,328.3213
Sesame,(+)-Neomenthol (PubChem ID: 439263),,5.6883
Sesame,succinic acid,1110.0,49.9017
Sesame,NSC5112,5284639.0,0.9384
Sesame,Nonanal,31289.0,20.4333
Sesame,apigenin,5280443.0,8.1995
Sesame,phenylacetaldehyde,998.0,7.655
Sesame,trans-2-Hexen-1-Ol,5318042.0,1.6226
Sesame,octanoic acid,379.0,38.4104
Sesame,5-Methylfurfural,12097.0,116.7222
Sesame,thiamine,1130.0,3.2402
Sesame,3-Phenylpropanoic acid,107.0,132.9541
Sesame,3-Methyl-1-butanol,31260.0,431.7831
Sesame,Propionaldehyde,527.0,47.9762
Sesame,2-(4-Hydroxyphenyl)ethanol (PubChem ID: 10393),,64.9455
Sesame,Acrolein,7847.0,2.5038
Sesame,(+)-delta-Cadinene (PubChem ID: 441005),,4.5042
Sesame,indole,798.0,3.9257
Sesame,Tributyrin,6050.0,9.8808
Sesame,calcium lactate,13144.0,10.0427
Sesame,"2,3-butanedione",650.0,9.4553
Sesame,2-Methoxy-4-vinylphenol,332.0,46.3343
Sesame,isoliquiritigenin,638278.0,1.0961
Sesame,Cinnamic Acid,444539.0,9.3348
Sesame,Farnesal,5280598.0,5.4209
Sesame,"3,4-Dihydroxybenzaldehyde",8768.0,6.6983
Sesame,propionic acid,1032.0,102.2539
Sesame,3-Methylbutanal,11552.0,12.3679
Sesame,farnesol,445070.0,8.6909
Sesame,Daidzin,107971.0,6.257
Sesame,2-Methylbutyraldehyde,7284.0,10.6186
Sesame,Furfuryl mercaptan,7363.0,3.6446
Sesame,3-methylthiopropanol,10448.0,96.9121
Sesame,Citral,638011.0,4.5717
Sesame,Isopropenylpyrazine,62897.0,67.4842
Sesame,Methyl jasmonate,5367719.0,1.7833
Sesame,"3,4-Dihydroxybenzoic Acid",72.0,189.9574
Sesame,nicotine,89594.0,0.1216
Sesame,kaempferol,5280863.0,3.3797
Sesame,1-Hexanol,8103.0,359.7511
Sesame,3-Heptanone,7802.0,4.1186
Sesame,CID 644104,644104.0,6.4283
Sesame,Taxifolin,439533.0,7.7125
Sesame,D-mannitol,6251.0,9.5732
Sesame,indole-3-acetic acid,802.0,35.5567
Sesame,1-Pyrroline,79803.0,6.135
Sesame,"5,6,7,8-Tetrahydroquinoxaline",36822.0,3.2776
Sesame,Menthone,26447.0,3.3664
Sesame,Geranyl Acetate,1549026.0,6.9206
Sesame,"1,2-propanediol",1030.0,2.0696
Sesame,cis-3-Hexenyl acetate,5363388.0,3.0995
Sesame,Furfuryl Alcohol,7361.0,0.163
Sesame,Acetylpyrazine,30914.0,32.6584
Sesame,phenol,996.0,17.1841
Sesame,Allyl Alcohol,7858.0,480.1345
Sesame,23747-48-0,32065.0,6.8013
Sesame,"(2E,4E)-Octa-2,4-dienal (PubChem ID: 5283329)",,2.0047
Sesame,"2,3-Diethyl-5-Methylpyrazine",28905.0,24.2218
Sesame,naringenin,439246.0,7.8754
Sesame,Isobutyraldehyde,6561.0,7.0965
Sesame,4-Ethyl-2-methoxyphenol,62465.0,21.4352
Sesame,6-Methyl-5-Hepten-2-One,9862.0,27.8742
Sesame,4-Methyl-2-pentanone,7909.0,8.4735
Sesame,5-Methyl-2-phenyl-2-hexenal,5370602.0,9.0539
Sesame,3-(Methylthio)propionaldehyde (PubChem ID: 18635),,6.0736
Sesame,Octanal,454.0,48.1197
Sesame,Thiamine Hydrochloride,6202.0,8.8391
Sesame,hydrogen cyanide,768.0,1.5364
Sesame,Benzyl Benzoate,2345.0,17.1834
Sesame,trans-3-Hexen-1-ol,5284503.0,9.7824
Sesame,Ethyl Acetate,8857.0,7.3447
Sesame,4-Hexen-3-One,5365811.0,20.3649
Sesame,Neral,643779.0,7.5256
Sesame,2-Acetylfuran,14505.0,19.3088
Sesame,3-Methyl-2-butenal,61020.0,8.8547
Sesame,3-Pentanone,7288.0,4.5665
Sesame,2-Pentylfuran,19602.0,88.6084
Sesame,Heptanal,8130.0,47.435
Sesame,acetone,180.0,13.3114
Sesame,2-Butanone,6569.0,0.595
Sesame,trans-2-Nonenal,5283335.0,3.3541
Sesame,D-Lactic acid,61503.0,145.0221
Sesame,4-hydroxybenzaldehyde,126.0,29.6177
Sesame,luteolin,5280445.0,5.737
Sesame,4-methyl-2-phenylpent-2-enal,6435914.0,6.0034
Sesame,p-coumaric acid,637542.0,105.3454
Allium,2-Undecanone,8163.0,3.7358
Allium,Dipropyl disulfide,12377.0,0.8985
Allium,Allyl Mercaptan,13367.0,6.7973
Allium,Diallyl Disulfide,16590.0,1.5216
Allium,Allyl Methyl Disulfide,62434.0,1.6425
Allium,Diallyl tetrasulfide,75552.0,1.9187
Allium,Allyl Methyl Trisulfide,61926.0,1.3405
Allium,Diallyl Sulfide,11617.0,0.9634
Alpinia,Methyleugenol,7127.0,6.1544
Ceriman,Ethyl Benzoate,7165.0,13.2959
Ceriman,Propyl butyrate,7770.0,13.7023
Chicory,coumarin,323.0,6.1375
Chicory,Daidzin,107971.0,6.5693
Chicory,L-Malic acid,222656.0,181.4069
Chicory,2-Methylbutyraldehyde,7284.0,29.397
Chicory,3-methylthiopropanol,10448.0,135.8209
Chicory,Methyl Benzoate,7150.0,5.1623
Chicory,Harmane,5281404.0,1.6409
Chicory,Citral,638011.0,8.8049
Chicory,Vanillic acid,8468.0,79.4765
Chicory,formic acid,284.0,13.8383
Chicory,3-Hexanone,11509.0,1.9565
Chicory,Geraniol,637566.0,1.3647
Chicory,alpha-Maltose,439341.0,1.1517
Chicory,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone (PubChem ID: 33931),,78.2007
Chicory,Phlorizin,6072.0,9.2862
Chicory,Methyl jasmonate,5367719.0,2.6881
Chicory,"3,4-Dihydroxybenzoic Acid",72.0,32.527
Chicory,nicotine,89594.0,8.6515
Chicory,kaempferol,5280863.0,6.3798
Chicory,methanethiol,878.0,0.1735
Chicory,daidzein,5281708.0,2.2777
Chicory,benzaldehyde,240.0,12.4379
Chicory,Maltol,8369.0,8.5824
Chicory,benzyl alcohol,244.0,431.7127
Chicory,alpha-L-Sorbopyranose,441484.0,2.3376
Chicory,DL-Liquiritigenin,1889.0,1.3711
Chicory,2-Acetylpyrrole,14079.0,82.9422
Chicory,CID 644104,644104.0,1.7709
Chicory,Taxifolin,439533.0,8.0216
Chicory,D-mannitol,6251.0,6.8166
Chicory,indole-3-acetic acid,802.0,157.2942
Chicory,phloretin,4788.0,3.6558
Chicory,DL-Tartaric acid,875.0,138.9435
Chicory,1-Pyrroline,79803.0,7.0822
Chicory,Menthone,26447.0,4.6605
Chicory,Hexanal,6184.0,45.8444
Chicory,Geranyl Acetate,1549026.0,11.9412
Chicory,Linamarin,11128.0,3.2982
Chicory,2-Methyl-1-Butanol,8723.0,324.5356
Chicory,cis-3-Hexenyl acetate,5363388.0,14.1505
Chicory,Heptanoic Acid,8094.0,49.9727
Chicory,salicylic acid,338.0,174.9681
Chicory,vanillin,1183.0,8.364
Chicory,caftaric acid,6440397.0,29.9491
Chicory,(Z)-cinnamyl alcohol (PubChem ID: 5280511),,97.785
Chicory,cinnamyl alcohol,5315892.0,106.5067
Chicory,Ethyl Vinyl Ketone,15394.0,35.9212
Chicory,Allyl Alcohol,7858.0,152.716
Chicory,hydrogen peroxide,784.0,3.7004
Chicory,Isoeugenol,853433.0,8.6493
Chicory,betaine,247.0,1.1426
Chicory,Phenethyl acetate,7654.0,19.7297
Chicory,Phenylacetic Acid,999.0,91.3504
Chicory,Isobutyraldehyde,6561.0,33.5308
Chicory,naringenin,439246.0,4.4118
Chicory,cis-3-Hexenal,643941.0,7.8965
Chicory,cinnamaldehyde,637511.0,25.4237
Chicory,Sinapic Acid,637775.0,122.8466
Chicory,6-Methyl-5-Hepten-2-One,9862.0,44.8
Chicory,Cyclopentanone,8452.0,3.1688
Chicory,2-Isopropyl-5-methylcyclohexanone,6986.0,6.4382
Chicory,quercetin,5280343.0,7.0628
Chicory,3-(Methylthio)propionaldehyde (PubChem ID: 18635),,35.9505
Chicory,2-Phenylethanol,6054.0,409.9215
Chicory,(+)-Neomenthol (PubChem ID: 439263),,3.5957
Chicory,succinic acid,1110.0,171.1236
Chicory,Octanal,454.0,31.665
Chicory,NSC5112,5284639.0,5.036
Chicory,Thiamine Hydrochloride,6202.0,6.73
Chicory,Acetophenone,7410.0,7.3915
Chicory,apigenin,5280443.0,4.3851
Chicory,phenylacetaldehyde,998.0,25.5827
Chicory,hydrogen cyanide,768.0,0.5429
Chicory,Benzyl Benzoate,2345.0,12.7911
Chicory,trans-2-Hexen-1-Ol,5318042.0,1.5634
Chicory,trans-3-Hexen-1-ol,5284503.0,8.6297
Chicory,5-Methylfurfural,12097.0,158.3045
Chicory,thiamine,1130.0,2.7756
Chicory,oleic acid,445639.0,155.2294
Chicory,3-Phenylpropanoic acid,107.0,31.7166
Chicory,Ethyl Acetate,8857.0,9.511
Chicory,3-Methyl-1-butanol,31260.0,429.3171
Chicory,Propionaldehyde,527.0,24.5694
Chicory,4-Hexen-3-One,5365811.0,24.5738
Chicory,Silica,24261.0,9.1391
Chicory,Neral,643779.0,9.2442
Chicory,3-Methyl-2-butenal,61020.0,3.0241
Chicory,3-Pentanone,7288.0,8.025
Chicory,2-(4-Hydroxyphenyl)ethanol (PubChem ID: 10393),,393.5953
Chicory,lactic acid,612.0,44.1672
Chicory,Acrolein,7847.0,2.0907
Chicory,(+)-delta-Cadinene (PubChem ID: 441005),,0.0912
Chicory,indole,798.0,0.7194
Chicory,Tributyrin,6050.0,5.4612
Chicory,Heptanal,8130.0,37.5189
Chicory,calcium lactate,13144.0,18.0434
Chicory,acetone,180.0,11.7982
Chicory,"3-Methylcyclopentane-1,2-dione",61209.0,6.0819
Chicory,2-Butanone,6569.0,9.7561
Chicory,"2,3-butanedione",650.0,7.675
Chicory,Methyl Phenylacetate,7559.0,0.2479
Chicory,D-Lactic acid,61503.0,193.0179
Chicory,isoliquiritigenin,638278.0,0.1638
Chicory,4-hydroxybenzaldehyde,126.0,26.9869
Chicory,Cinnamic Acid,444539.0,139.7361
Chicory,Farnesal,5280598.0,7.3164
Chicory,luteolin,5280445.0,5.2301
Chicory,"3,4-Dihydroxybenzaldehyde",8768.0,2.1495
Chicory,p-coumaric acid,637542.0,43.222
Chicory,Methyl Linoleate,5284421.0,5.0853
Chicory,3-Methylbutanal,11552.0,27.144
Chicory,farnesol,445070.0,6.3751
Hops,S-Methyl 4-methylpentanethioate,46779070.0,3.4813
Hops,2-METHYLBUTYL 2-METHYLBUTYRATE,17129.0,4.2259
Hops,S-Methyl 3-methylbutanethioate,90246.0,9.9482
Hops,Heptanoic Acid,8094.0,107.0461
Hops,Octan-2-one,8093.0,7.9007
Hops,isopropanol,3776.0,325.8833
Hops,Methyl oct-2-enoate,5364532.0,3.2901
Hops,Heptyl 2-methylpropanoate,61304.0,6.4808
Hops,Hexyl propionate,88454.0,5.028
Hops,octanoic acid,379.0,141.2314
Hops,Octyl isobutyrate,61024.0,12.1115
Hops,butyric acid,264.0,128.9889
Hops,6-methyl-2-(oxiran-2-yl)hept-5-en-2-ol (PubChem ID: 102611),,6.9909
Hops,Ethyl Heptanoate,7797.0,2.8511
Hops,4-Methylpentanoic Acid,12587.0,85.0997
Hops,Isovaleric Acid,10430.0,122.1817
Laurel,coumarin,323.0,3.7466
Laurel,Thymol,6989.0,6.5648
Laurel,Methyl Benzoate,7150.0,0.045
Laurel,Tetradecane,12389.0,8.3545
Laurel,AC1L9CNW,442355.0,1.9649
Laurel,3-Hexanone,11509.0,9.4713
Laurel,Methyl cis-cinnamate,6428458.0,14.4059
Laurel,Geraniol,637566.0,9.9383
Laurel,alpha-Maltose,439341.0,7.5281
Laurel,2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone (PubChem ID: 33931),,4.39
Laurel,Phlorizin,6072.0,1.0187
Laurel,Terpinolene,11463.0,7.9507
Laurel,(-)-Epigallocatechin (PubChem ID: 72277),,7.2045
Laurel,methanethiol,878.0,0.8333
Laurel,daidzein,5281708.0,1.4917
Laurel,eugenol,3314.0,0.302
Laurel,benzaldehyde,240.0,21.5115
Laurel,Citronellyl formate,7778.0,3.1057
Laurel,benzyl alcohol,244.0,254.958
Laurel,alpha-L-Sorbopyranose,441484.0,8.1559
Laurel,DL-Liquiritigenin,1889.0,7.7336
Laurel,alpha-TERPINEOL,17100.0,5.6568
Laurel,3-Carene,26049.0,1.5095
Laurel,toluene,1140.0,5.1735
Laurel,phloretin,4788.0,6.9993
Laurel,Sabinene,18818.0,7.1721
Laurel,Beta-Caryophyllene,5281515.0,0.0282
Laurel,Hexanal,6184.0,11.6295
Laurel,Linamarin,11128.0,0.442
Laurel,2-Methyl-1-Butanol,8723.0,65.5014
Laurel,Heptanoic Acid,8094.0,135.8393
Laurel,salicylic acid,338.0,185.9476
Laurel,Aromadendrene,91354.0,6.3655
Laurel,vanillin,1183.0,2.4904
Laurel,(Z)-cinnamyl alcohol (PubChem ID: 5280511),,39.7226
Laurel,(-)-alpha-Terpineol (PubChem ID: 443162),,8.8232
Laurel,Beta-Pinene,14896.0,2.4949
Laurel,cinnamyl alcohol,5315892.0,477.7834
Laurel,Ethyl Vinyl Ketone,15394.0,34.3493
Laurel,hydrogen peroxide,784.0,5.5266
Laurel,Nobiletin,72344.0,5.654
Laurel,"7-methyl-4-methylidene-1-propan-2-yl-2,3,4a,5,6,8a-hexahydro-1H-naphthalene",15094.0,2.1501
Laurel,Tangeretin,68077.0,3.5918
Laurel,Isoeugenol,853433.0,4.691
Laurel,(+)-alpha-Terpineol (PubChem ID: 442501),,5.1479
Laurel,betaine,247.0,8.3822
Laurel,Eucalyptol,2758.0,3.4216
Laurel,Phenethyl acetate,7654.0,18.5814
Laurel,Phenylacetic Acid,999.0,54.895
Laurel,cis-3-Hexenal,643941.0,1.4747
Laurel,cinnamaldehyde,637511.0,4.8195
Laurel,(-)-Epicatechin (PubChem ID: 72276),,3.0648
Laurel,trans-2-Hexenal,5281168.0,0.8004
Laurel,Pentanal,8063.0,35.5928
Laurel,Sinapic Acid,637775.0,186.9097
Laurel,Cyclopentanone,8452.0,7.6043
Laurel,2-Isopropyl-5-methylcyclohexanone,6986.0,5.335
Laurel,Decane,15600.0,8.5178
Laurel,2-Phenylethanol,6054.0,31.2368
Laurel,Terpinen-4-ol,11230.0,0.3204
Laurel,Ocimene,5281553.0,15.2369
Laurel,(+)-Neomenthol (PubChem ID: 439263),,2.8373
Laurel,succinic acid,1110.0,90.2509
Laurel,NSC5112,5284639.0,0.7523
Laurel,3-Thujene,17868.0,8.9835
Laurel,apigenin,5280443.0,9.2173
Laurel,phenylacetaldehyde,998.0,37.4849
Laurel,trans-2-Hexen-1-Ol,5318042.0,2.0718
Laurel,carnosol,442009.0,1.4072
Laurel,alpha-Muurolene,12306047.0,1.7524
Laurel,Pinocarveol,102667.0,7.4555
Laurel,"(5xi,7xi,10xi)-eudesma-4(14),11-diene (PubChem ID: 519361)",,0.113
Laurel,(-)-beta-Pinene (PubChem ID: 440967),,2.2706
Laurel,D-Camphor,159055.0,8.4028
Laurel,thiamine,1130.0,2.0666
Laurel,3-Methyl-1-butanol,31260.0,24.3821
Laurel,3-Phenylpropanoic acid,107.0,91.6146
Laurel,Spathulenol,522266.0,7.1788
Laurel,Sabinene hydrate,62367.0,3.1287
Laurel,Propionaldehyde,527.0,49.5908
Laurel,Myrtenal,61130.0,1.5103
Laurel,Tridecane,12388.0,6.6975
Laurel,beta-Cubebene,93081.0,5.6082
Laurel,(-)-Linalool (PubChem ID: 443158),,3.941
Laurel,2-(4-Hydroxyphenyl)ethanol (PubChem ID: 10393),,485.4989
Laurel,Terpinyl formate,16537.0,17.3827
Laurel,Acrolein,7847.0,4.0285
Laurel,(+)-delta-Cadinene (PubChem ID: 441005),,2.9888
Laurel,indole,798.0,6.4181
Laurel,Tributyrin,6050.0,3.3094
Laurel,calcium lactate,13144.0,16.9827
Laurel,Ethyl pentanoate,10882.0,3.1658
Laurel,Myrtenol,10582.0,3.5476
Laurel,"2,3-butanedione",650.0,2.02
Laurel,isoliquiritigenin,638278.0,6.0648
Laurel,Cinnamic Acid,444539.0,113.5023
Laurel,Farnesal,5280598.0,1.4094
Laurel,Bornyl Acetate,6448.0,15.4011
Laurel,Valeric acid,7991.0,143.1906
Laurel,Acetyleugenol,7136.0,8.0949
Laurel,Neryl acetate,1549025.0,18.1912
Laurel,"3,4-Dihydroxybenzaldehyde",8768.0,6.5098
Laurel,.alpha.-Cubebene,86609.0,5.5961
Laurel,1-Penten-3-Ol,12020.0,9.6079
Laurel,propionic acid,1032.0,36.1961
Laurel,nerol,643820.0,1.0039
Laurel,3-Methylbutanal,11552.0,14.6795
Laurel,farnesol,445070.0,1.6764
Laurel,Elemicin,10248.0,0.3859
Laurel,Daidzin,107971.0,7.5289
